"LOCATION","Country","TRANSACT","Transaction","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,4.741287,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,4.07425,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,5.004621,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,4.294278,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,3.946067,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,0.277373,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,1.003943,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-6.597867,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,1.076254,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,1.866837,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,-1.250226,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,1.802522,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,4.23221,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,3.707316,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,2.201002,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,4.271976,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,5.362348,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,4.864226,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-4.535551,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,7.2,,
"HUN","Hungary","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,4.577906,"P","Provisional value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1970","1970","TRY","Turkish Lira","6","Millions",,,0.283,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1971","1971","TRY","Turkish Lira","6","Millions",,,0.351,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1972","1972","TRY","Turkish Lira","6","Millions",,,0.42,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1973","1973","TRY","Turkish Lira","6","Millions",,,0.528,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1974","1974","TRY","Turkish Lira","6","Millions",,,0.716,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1975","1975","TRY","Turkish Lira","6","Millions",,,0.929,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1976","1976","TRY","Turkish Lira","6","Millions",,,1.181,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1977","1977","TRY","Turkish Lira","6","Millions",,,1.511,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1978","1978","TRY","Turkish Lira","6","Millions",,,2.249,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1979","1979","TRY","Turkish Lira","6","Millions",,,3.927,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1980","1980","TRY","Turkish Lira","6","Millions",,,7.206,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1981","1981","TRY","Turkish Lira","6","Millions",,,10.884,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1982","1982","TRY","Turkish Lira","6","Millions",,,14.454,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1983","1983","TRY","Turkish Lira","6","Millions",,,19.157,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1984","1984","TRY","Turkish Lira","6","Millions",,,30.303,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1985","1985","TRY","Turkish Lira","6","Millions",,,48.347,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1986","1986","TRY","Turkish Lira","6","Millions",,,70.367,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1987","1987","TRY","Turkish Lira","6","Millions",,,102.936,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1988","1988","TRY","Turkish Lira","6","Millions",,,178.019,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1989","1989","TRY","Turkish Lira","6","Millions",,,313.16,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","TRY","Turkish Lira","6","Millions",,,541.477,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","TRY","Turkish Lira","6","Millions",,,868.044,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","TRY","Turkish Lira","6","Millions",,,1506.216,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","TRY","Turkish Lira","6","Millions",,,2730.206,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","TRY","Turkish Lira","6","Millions",,,5329.12,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","TRY","Turkish Lira","6","Millions",,,10693.502,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","TRY","Turkish Lira","6","Millions",,,20349.95,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","TRY","Turkish Lira","6","Millions",,,39724.1,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","TRY","Turkish Lira","6","Millions",,,71944.7,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","TRY","Turkish Lira","6","Millions",,,107374.258,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","TRY","Turkish Lira","6","Millions",,,171494.21,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","TRY","Turkish Lira","6","Millions",,,247266.207,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","TRY","Turkish Lira","6","Millions",,,362109.648,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","TRY","Turkish Lira","6","Millions",,,472171.775,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","TRY","Turkish Lira","6","Millions",,,582852.799,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","TRY","Turkish Lira","6","Millions",,,680275.847,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","TRY","Turkish Lira","6","Millions",,,795757.109,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","TRY","Turkish Lira","6","Millions",,,887714.414,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","TRY","Turkish Lira","6","Millions",,,1002756.496,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","TRY","Turkish Lira","6","Millions",,,1006372.482,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2010","2010","TRY","Turkish Lira","6","Millions",,,1167664.479,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2011","2011","TRY","Turkish Lira","6","Millions",,,1404927.615,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2012","2012","TRY","Turkish Lira","6","Millions",,,1581479.251,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2013","2013","TRY","Turkish Lira","6","Millions",,,1823427.315,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2014","2014","TRY","Turkish Lira","6","Millions",,,2054897.828,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2015","2015","TRY","Turkish Lira","6","Millions",,,2350941.343,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2016","2016","TRY","Turkish Lira","6","Millions",,,2626559.71,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2017","2017","TRY","Turkish Lira","6","Millions",,,3133704.267,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2018","2018","TRY","Turkish Lira","6","Millions",,,3758773.727,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2019","2019","TRY","Turkish Lira","6","Millions",,,4311732.766,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2020","2020","TRY","Turkish Lira","6","Millions",,,5048220.067,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2021","2021","TRY","Turkish Lira","6","Millions",,,7248788.983,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","C","Current prices","2022","2022","TRY","Turkish Lira","6","Millions",,,15006574.157,"P","Provisional value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1971","1971","PC","Percentage","0","Units",,,5.566595,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1972","1972","PC","Percentage","0","Units",,,7.425898,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1973","1973","PC","Percentage","0","Units",,,3.262177,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1974","1974","PC","Percentage","0","Units",,,5.594467,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1975","1975","PC","Percentage","0","Units",,,7.174097,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1976","1976","PC","Percentage","0","Units",,,10.461265,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1977","1977","PC","Percentage","0","Units",,,3.406565,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1978","1978","PC","Percentage","0","Units",,,1.503003,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1979","1979","PC","Percentage","0","Units",,,-0.62415,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1980","1980","PC","Percentage","0","Units",,,-2.447305,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1981","1981","PC","Percentage","0","Units",,,4.85661,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1982","1982","PC","Percentage","0","Units",,,3.563355,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1983","1983","PC","Percentage","0","Units",,,4.971006,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1984","1984","PC","Percentage","0","Units",,,6.711957,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1985","1985","PC","Percentage","0","Units",,,4.241452,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1986","1986","PC","Percentage","0","Units",,,7.011976,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1987","1987","PC","Percentage","0","Units",,,9.48572,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1988","1988","PC","Percentage","0","Units",,,2.120351,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1989","1989","PC","Percentage","0","Units",,,0.251642,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1990","1990","PC","Percentage","0","Units",,,9.255306,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1991","1991","PC","Percentage","0","Units",,,0.926514,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1992","1992","PC","Percentage","0","Units",,,5.984286,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1993","1993","PC","Percentage","0","Units",,,8.042019,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,-5.455666,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,7.191224,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,7.005317,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,7.528799,"E","Estimated value"
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,3.091866,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,-3.263168,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,6.93324,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,-5.750006,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,6.447722,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,5.763206,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,9.795936,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,8.992305,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,6.947988,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,5.043508,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,0.815024,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,-4.823154,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,8.427104,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,11.200111,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,4.788493,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,8.485817,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,4.939715,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,6.084487,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,3.323084,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,7.501998,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,2.979885,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,0.78361,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,1.940032,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,11.353496,,
"TUR","Türkiye","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,5.56586,"P","Provisional value"
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1994","1994","PC","Percentage","0","Units",,,7.539969,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1995","1995","PC","Percentage","0","Units",,,8.220146,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1996","1996","PC","Percentage","0","Units",,,7.817992,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1997","1997","PC","Percentage","0","Units",,,4.699904,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1998","1998","PC","Percentage","0","Units",,,-13.126749,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","1999","1999","PC","Percentage","0","Units",,,0.791153,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2000","2000","PC","Percentage","0","Units",,,4.920041,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2001","2001","PC","Percentage","0","Units",,,3.643466,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2002","2002","PC","Percentage","0","Units",,,4.499475,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2003","2003","PC","Percentage","0","Units",,,4.780369,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2004","2004","PC","Percentage","0","Units",,,5.030874,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2005","2005","PC","Percentage","0","Units",,,5.692571,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2006","2006","PC","Percentage","0","Units",,,5.500952,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2007","2007","PC","Percentage","0","Units",,,6.345022,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2008","2008","PC","Percentage","0","Units",,,6.013703,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2009","2009","PC","Percentage","0","Units",,,4.701769,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2010","2010","PC","Percentage","0","Units",,,6.377626,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2011","2011","PC","Percentage","0","Units",,,6.169784,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2012","2012","PC","Percentage","0","Units",,,6.030051,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2013","2013","PC","Percentage","0","Units",,,5.557264,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2014","2014","PC","Percentage","0","Units",,,5.006668,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2015","2015","PC","Percentage","0","Units",,,4.876322,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2016","2016","PC","Percentage","0","Units",,,5.033069,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2017","2017","PC","Percentage","0","Units",,,5.069786,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2018","2018","PC","Percentage","0","Units",,,5.174292,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2019","2019","PC","Percentage","0","Units",,,5.019288,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2020","2020","PC","Percentage","0","Units",,,-2.065512,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2021","2021","PC","Percentage","0","Units",,,3.703055,,
"IDN","Indonesia","B1_GA","Gross domestic product (output approach)","G","Growth rate","2022","2022","PC","Percentage","0","Units",,,5.308595,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1970","1970","CNY","Yuan Renminbi","6","Millions",,,227970,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1971","1971","CNY","Yuan Renminbi","6","Millions",,,245690,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1972","1972","CNY","Yuan Renminbi","6","Millions",,,255240,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1973","1973","CNY","Yuan Renminbi","6","Millions",,,275620,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1974","1974","CNY","Yuan Renminbi","6","Millions",,,282770,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1975","1975","CNY","Yuan Renminbi","6","Millions",,,303950,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1976","1976","CNY","Yuan Renminbi","6","Millions",,,298860,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1977","1977","CNY","Yuan Renminbi","6","Millions",,,325000,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1978","1978","CNY","Yuan Renminbi","6","Millions",,,367870,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1979","1979","CNY","Yuan Renminbi","6","Millions",,,410050,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1980","1980","CNY","Yuan Renminbi","6","Millions",,,458760,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1981","1981","CNY","Yuan Renminbi","6","Millions",,,493580,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1982","1982","CNY","Yuan Renminbi","6","Millions",,,537340,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1983","1983","CNY","Yuan Renminbi","6","Millions",,,602090,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1984","1984","CNY","Yuan Renminbi","6","Millions",,,727850,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1985","1985","CNY","Yuan Renminbi","6","Millions",,,909900,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1986","1986","CNY","Yuan Renminbi","6","Millions",,,1037620,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1987","1987","CNY","Yuan Renminbi","6","Millions",,,1217460,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1988","1988","CNY","Yuan Renminbi","6","Millions",,,1518040,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1989","1989","CNY","Yuan Renminbi","6","Millions",,,1717970,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1990","1990","CNY","Yuan Renminbi","6","Millions",,,1887290,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1991","1991","CNY","Yuan Renminbi","6","Millions",,,2200560,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1992","1992","CNY","Yuan Renminbi","6","Millions",,,2719450,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1993","1993","CNY","Yuan Renminbi","6","Millions",,,3567320,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1994","1994","CNY","Yuan Renminbi","6","Millions",,,4863750,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1995","1995","CNY","Yuan Renminbi","6","Millions",,,6133990,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1996","1996","CNY","Yuan Renminbi","6","Millions",,,7181360,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1997","1997","CNY","Yuan Renminbi","6","Millions",,,7971500,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1998","1998","CNY","Yuan Renminbi","6","Millions",,,8519550,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","1999","1999","CNY","Yuan Renminbi","6","Millions",,,9056440,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2000","2000","CNY","Yuan Renminbi","6","Millions",,,10028010,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2001","2001","CNY","Yuan Renminbi","6","Millions",,,11086310,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2002","2002","CNY","Yuan Renminbi","6","Millions",,,12171740,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2003","2003","CNY","Yuan Renminbi","6","Millions",,,13742200,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2004","2004","CNY","Yuan Renminbi","6","Millions",,,16184020,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2005","2005","CNY","Yuan Renminbi","6","Millions",,,18731890,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2006","2006","CNY","Yuan Renminbi","6","Millions",,,21943850,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2007","2007","CNY","Yuan Renminbi","6","Millions",,,27009230,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2008","2008","CNY","Yuan Renminbi","6","Millions",,,31924460,,
"CHN","China (People's Republic of)","B1_GA","Gross domestic product (output approach)","C","Current prices","2009","2009","CNY","Yuan Renminbi","6","Millions",,,34851770,,
